id,bedrooms,price,reviews_per_month,review_scores_value
17472980,0,84.00,,
15029186,2,149.00,5.85,10
14046777,1,95.00,0.59,9
12775251,1,150.00,1.69,6
5067720,2,109.00,,
1109798,2,125.00,4.06,9
9518736,1,140.00,1.68,10
10809128,1,109.00,1,10
16537779,2,117.00,,
8482025,2,110.00,1.96,9
7105462,2,80.00,3.15,8
13986739,3,140.00,1.20,9
4634987,3,159.00,1.52,9
13558302,1,100.00,0.21,8
4713270,2,225.00,0.33,6
1733772,1,120.00,1.06,9
17848456,1,89.00,,
6712077,1,95.00,0.15,9
1829603,3,130.00,1.32,9
4216576,3,175.00,0.40,10
15168599,1,52.00,1.82,10
12375797,2,220.00,1.45,9
11954634,2,100.00,0.25,9
4708446,1,117.00,0.54,8
17034431,2,125.00,,
2800908,3,150.00,0.15,10
6615848,3,120.00,0.43,9
14486766,3,80.00,,
8135949,1,110.00,2.44,9
4034952,1,130.00,0.60,9
14641450,4,200.00,1.28,10
13955824,1,70.00,0.13,10
10432232,1,75.00,10.82,10
1166169,2,120.00,0.11,8
17129224,0,75.00,5.77,10
11873259,3,118.00,0.69,9
14118092,1,35.00,0.74,10
6463830,4,350.00,1.11,9
17932618,3,160.00,,
7907843,1,70.00,0.92,9
17581208,2,140.00,2,9
2507912,1,95.00,1.14,10
1353583,1,100.00,0.36,9
15247762,1,136.00,0.19,10
6535641,1,90.00,,
13414063,1,65.00,0.21,10
3853993,2,125.00,1.05,9
7305159,3,134.00,0.55,9
13759829,1,95.00,0.33,10
16106196,1,75.00,0.64,9
14022135,4,325.00,2.33,9
15347362,1,90.00,1.11,9
16626195,1,90.00,0.38,8
10135775,1,141.00,,
5587500,3,1,305.00,0.11,9
3520841,1,115.00,0.40,9
5722319,0,160.00,5.14,10
1102027,1,120.00,1.05,9
16404688,3,120.00,0.33,10
16539738,2,200.00,,
15710419,2,85.00,0.23,10
15483412,1,42.00,1.05,8
12462276,3,321.00,0.20,9
3819439,1,90.00,0.23,9
309436,1,155.00,1.07,9
16433790,2,125.00,1.60,9
4044970,1,90.00,0.24,9
4498117,2,69.00,0.59,9
3392670,1,145.00,0.70,10
11968715,2,115.00,,
15870113,4,190.00,,
16387435,1,70.00,1.35,9
6791363,3,120.00,0.48,9
3902098,6,450.00,2.88,9
15771785,1,400.00,2.81,9
17708042,1,100.00,,
3530418,1,110.00,,
8792777,1,160.00,0.57,9
9784795,7,450.00,1.30,9
15906779,1,80.00,0.97,9
1787633,4,194.00,0.34,9
9772693,2,100.00,0.58,9
8535626,4,160.00,0.11,9
9347195,3,119.00,0.80,9
5546109,2,120.00,0.50,9
6340144,5,175.00,0.53,10
7259667,2,125.00,0.10,9
15446545,1,100.00,0.19,10
13600799,1,95.00,0.99,9
16106280,1,50.00,2.95,9
5846908,1,79.00,0.21,10
17311781,0,125.00,,
13871129,3,175.00,,
1232048,1,74.00,4.39,9
8761483,1,85.00,,
543914,3,115.00,3.20,8
2837289,4,290.00,0.40,9
6708222,4,390.00,0.28,10
6016788,2,95.00,2.16,9
1801997,3,300.00,,
2471189,0,100.00,0.86,10
13088024,3,250.00,,
1826347,1,83.00,0.43,10
6471190,1,85.00,2.43,9
5316574,1,123.00,3.37,9
15736806,2,150.00,,
4399067,7,700.00,2.06,9
3428858,2,175.00,0.34,9
15284502,10,375.00,1.67,9
14925109,1,95.00,0.19,10
12819862,2,120.00,0.75,10
16235805,2,89.00,0.63,10
13579944,1,125.00,0.13,10
2116719,1,90.00,0.58,9
14208989,2,120.00,0.34,10
1057380,1,105.00,0.46,9
14529712,1,110.00,0.80,9
10418440,1,99.00,0.34,6
5944422,1,80.00,0.50,9
6826043,2,150.00,1.12,9
14335768,1,78.00,2.56,9
9996278,1,65.00,0.26,9
2837274,3,140.00,0.83,9
13414634,1,65.00,0.52,10
9346390,3,73.00,0.13,10
14201892,3,165.00,0.42,10
16352821,1,175.00,1,10
9481287,1,95.00,0.54,8
16301227,1,50.00,3.11,9
13483155,3,110.00,0.25,9
7816866,1,74.00,0.20,9
17631393,3,245.00,,
13413379,1,91.00,0.32,9
17216413,1,90.00,3.33,9
16364915,1,60.00,,
15616455,2,90.00,1.81,10
17244684,0,45.00,,
16000168,1,50.00,1.67,8
10500911,1,85.00,5.14,9
664697,1,87.00,1.14,8
3713986,3,125.00,0.16,10
11596611,3,131.00,0.40,10
8367955,1,79.00,3.67,9
7450864,1,89.00,0.52,9
5614235,1,45.00,4.57,8
6474127,2,99.00,1.29,9
2235666,2,115.00,1.24,9
9190372,2,150.00,1.30,9
15724417,3,130.00,1.67,10
13412478,2,100.00,4.27,8
15441005,2,130.00,0.19,10
3339384,2,99.00,0.22,9
13089492,3,150.00,,
16661178,1,79.00,0.77,9
4793315,1,106.00,4.36,10
4207389,1,259.00,0.15,10
17507949,0,79.00,1,10
10184017,1,75.00,1.05,9
4409509,6,425.00,1.08,9
10951883,2,139.00,0.98,9
8368759,1,70.00,3.80,9
12328178,1,100.00,0.88,9
5064784,2,65.00,0.57,6
8140688,2,130.00,0.11,10
1362020,2,140.00,0.11,10
13911238,1,95.00,0.88,10
17566725,3,311.00,,
1816372,1,90.00,0.76,9
6769235,2,120.00,0.85,9
15285308,10,375.00,0.53,9
3974845,1,70.00,0.68,9
13977672,1,65.00,1.73,9
16500721,2,79.00,,
15238461,2,139.00,0.61,7
11838935,2,125.00,1.56,10
11683786,1,50.00,0.24,8
2568590,2,150.00,0.84,9
17978535,2,150.00,,
1719227,1,84.00,,
13482918,2,80.00,0.48,10
3253682,2,70.00,0.76,9
17210293,2,129.00,2,9
5323628,2,69.00,2.16,8
3482529,1,89.00,0.59,9
7128911,2,85.00,0.33,9
15968833,1,40.00,3.05,10
2705165,2,225.00,4.43,9
13199180,2,200.00,3.16,8
15539939,1,75.00,0.19,4
1159432,1,50.00,0.51,9
5424882,2,99.00,1.76,9
11051838,2,220.00,0.24,10
8233245,2,139.00,3.54,9
