id,bedrooms,price,reviews_per_month,review_scores_value
17595348,1,43.00,,
7380272,1,55.00,0.19,9
3621446,1,112.00,0.31,10
4435559,1,89.00,0.78,9
637100,1,72.00,0.15,10
6059452,2,120.00,,
17427216,1,80.00,2,10
14281151,0,45.00,,
4825937,0,48.00,4.50,7
6316693,1,80.00,0.23,9
16350851,1,55.00,,
15168580,0,45.00,1.13,9
16751236,1,79.00,,
12507008,0,50.00,1.04,10
7581901,1,60.00,,
766508,1,90.00,,
2120243,0,75.00,0.16,8
15029805,0,69.00,6.77,10
17339677,2,150.00,1,10
5864622,0,35.00,1.68,9
1891070,1,35.00,0.15,10
12261851,0,44.00,0.65,9
16586602,1,35.00,0.64,10
6289915,1,55.00,0.32,10
11329420,1,79.00,0.63,9
12486500,1,25.00,7,10
17924576,0,30.00,2,3
2885148,3,125.00,0.21,9
14306688,1,108.00,0.26,10
8693588,2,120.00,0.09,
2967430,1,75.00,0.03,6
12276806,1,50.00,1.01,9
10128679,0,65.00,0.57,9
13809556,1,65.00,,
8122697,0,90.00,,
17380793,1,55.00,2,10
7481313,1,75.00,1.47,10
118731,1,49.00,2.83,9
11440134,1,99.00,1.37,9
6029273,1,100.00,0.45,8
11782416,1,38.00,,
6770323,1,55.00,0.37,10
5818324,2,59.00,0.26,10
17675857,0,15.00,,
9806126,1,60.00,0.07,8
17071091,1,35.00,2.20,9
16511719,1,85.00,,
3423598,1,63.00,,
5954039,1,49.00,0.75,10
733010,1,79.00,0.18,10
7639859,1,60.00,4.02,9
5754167,0,70.00,,
13744474,2,130.00,1.10,10
11662479,1,45.00,1.39,10
16340722,1,42.00,,
1228080,2,65.00,1.13,9
16106950,1,80.00,0.47,8
14662833,1,55.00,0.72,9
7070330,3,75.00,0.26,10
13184314,1,90.00,0.33,10
3532819,1,30.00,0.09,9
1163896,1,55.00,0.16,9
8360648,0,50.00,0.92,9
15887876,1,92.00,0.32,8
14416950,1,59.00,,
1903992,1,70.00,,
6138368,4,300.00,0.05,
7720054,0,40.00,0.63,9
11631306,1,70.00,0.08,8
9422714,2,260.00,0.11,8
6851690,0,40.00,0.09,9
8738412,1,65.00,0.38,10
11632475,0,35.00,1.02,9
3399064,1,55.00,0.13,9
14273580,2,70.00,1.66,10
12492131,1,28.00,1.74,10
5882180,3,290.00,0.64,10
5758432,1,40.00,0.49,9
10018695,0,55.00,,
7427802,1,80.00,,
11766297,0,84.00,0.23,10
15069171,0,69.00,0.30,6
4705102,0,27.00,0.05,10
10063782,1,65.00,,
10822014,1,79.00,,
11617788,0,60.00,,
9983008,1,130.00,,
17949600,1,145.00,,
17636536,1,80.00,,
3749621,0,110.00,0.04,8
4453699,2,135.00,0.29,10
9367815,2,100.00,,
7058878,3,150.00,,
11382644,1,60.00,,
14102649,1,40.00,,
13216887,1,100.00,0.21,8
13229126,1,55.00,0.14,8
11254821,1,60.00,1.25,10
2826708,0,86.00,4.11,9
750228,2,120.00,0.13,9
7158558,1,80.00,0.30,9
12958070,1,60.00,,
12438605,1,105.00,,
11250470,2,100.00,,
2879087,2,520.00,0.44,10
13885981,0,45.00,0.85,9
13624365,1,83.00,0.71,10
17647392,1,90.00,,
8876561,1,99.00,,
7408019,1,32.00,0.30,10
8799150,0,70.00,,
14097889,1,60.00,,
7206635,1,80.00,,
7623221,1,50.00,1.33,7
763419,1,99.00,0.13,9
6874755,0,90.00,,
13093096,0,55.00,,
3639960,3,139.00,0.15,9
12556992,1,75.00,0.85,9
7177170,1,127.00,1.37,10
1094251,1,75.00,0.06,9
1429609,1,85.00,0.80,10
3144526,1,65.00,,
17105304,1,35.00,1.20,10
4406227,1,98.00,0.66,9
11746828,2,100.00,0.09,10
9953184,1,55.00,0.26,10
12667802,1,117.00,2,10
17847120,3,430.00,,
15986319,2,200.00,0.31,10
11510356,1,46.00,0.23,10
1549177,1,85.00,0.21,9
7643543,0,32.00,,
11269927,2,120.00,2.98,8
6410432,3,130.00,,
1550287,1,50.00,2.13,9
12380287,1,50.00,,
16595172,1,60.00,,
4579144,1,75.00,,
3343644,2,39.00,0.73,8
7592588,1,50.00,0.69,10
