id,bedrooms,price,calculated_host_listings_count,review_scores_value
28907,1,150.00,1,10
1601776,1,215.00,1,10
8087725,1,118.00,1,
20607108,1,0.00,3,8
19033972,1,148.00,1,9
3782457,1,149.00,1,
8810937,3,440.00,1,10
14107069,1,98.00,1,10
6450749,0,80.00,1,10
3698111,1,96.00,5,9
1619412,1,150.00,1,10
18893198,1,110.00,1,
14184335,1,85.00,2,10
2124526,1,1,000.00,1,
7497370,1,100.00,1,10
2254469,0,400.00,1,
16148021,1,89.00,1,10
4745012,1,154.00,1,9
11690836,0,180.00,1,
18899768,1,90.00,1,8
5268045,1,90.00,2,9
2253397,1,500.00,1,
19927120,3,400.00,1,10
550288,1,160.00,1,9
2254388,1,175.00,1,8
11691284,1,140.00,1,
16146418,1,125.00,1,10
5791707,0,100.00,3,9
14049192,3,450.00,1,9
12738473,0,115.00,1,10
16015217,1,269.00,1,9
1380326,1,111.00,2,9
12084009,1,140.00,1,9
18834905,1,75.00,1,7
15492561,1,120.00,1,10
10116351,1,95.00,1,10
4611295,1,250.00,3,
4611256,1,250.00,3,
18635942,0,120.00,1,10
18242650,1,60.00,3,9
15360364,1,79.00,1,8
13261616,1,120.00,1,
20863765,1,40.00,1,
23269,1,185.00,2,7
15751890,1,250.00,1,
12212943,1,185.00,1,
6797905,0,150.00,1,
11296173,2,400.00,1,
6839938,1,201.00,1,10
10116734,1,170.00,1,10
19947126,2,325.00,1,10
2250621,1,70.00,1,9
17585869,2,399.00,1,9
1856914,1,240.00,1,10
18109722,4,579.00,2,9
13128992,2,110.00,1,
18240780,1,159.00,1,10
18241445,1,250.00,1,10
14439638,1,87.00,1,10
15488128,1,60.00,2,9
9196586,1,146.00,1,9
20730891,0,120.00,1,
17716237,1,250.00,1,
20730899,1,122.00,1,
20468724,1,125.00,2,8
3953649,0,157.00,1,10
16143229,1,125.00,1,10
20862512,,185.00,1,9
4197760,1,175.00,1,9
15356132,3,219.00,1,
6447815,1,119.00,1,
5525614,1,109.00,2,10
20598861,0,120.00,1,10
20073965,1,265.00,1,
3520418,1,200.00,1,10
7622042,1,140.00,1,
20468409,1,300.00,2,
21123753,1,120.00,1,
17191563,0,210.00,1,9
13914468,1,65.00,1,9
18239316,2,170.00,2,10
3821364,1,180.00,1,10
17435948,1,85.00,1,9
20205288,1,175.00,1,10
3952328,1,103.00,1,9
9457285,0,175.00,1,9
19409691,0,125.00,1,
544331,1,140.00,1,10
20518276,0,120.00,1,
12996544,0,89.00,1,9
6512929,0,120.00,1,10
4736480,2,375.00,1,
16534156,0,99.00,2,8
593000,1,110.00,1,9
4211459,1,125.00,1,10
15745346,1,65.00,1,
17842385,1,75.00,1,9
6048412,3,150.00,1,
3032355,1,70.00,1,
17188040,2,99.00,1,9
15876032,1,80.00,2,10
11981145,1,123.00,1,
4997688,2,250.00,2,10
20856945,1,140.00,1,9
13721612,1,350.00,1,
12467337,1,200.00,1,10
801387,1,149.00,1,8
13675798,0,100.00,1,10
3553679,1,69.00,2,9
1194066,1,190.00,1,9
19854680,1,150.00,1,9
276370,1,155.00,1,9
20187433,2,332.00,1,8
9975451,0,185.00,1,
16004740,1,195.00,1,
20580871,1,165.00,1,8
9894820,2,149.00,1,
16396640,0,70.00,1,8
19673412,0,180.00,1,
274743,0,110.00,1,10
20328736,1,85.00,3,10
10496738,1,110.00,1,
2240661,1,180.00,1,10
17575433,0,118.00,1,10
11676984,0,175.00,1,9
19147582,3,249.00,1,9
3812072,1,74.00,3,10
20983506,1,100.00,1,
9578639,2,199.00,1,10
15206253,1,215.00,1,9
198478,1,99.00,1,9
4859716,1,130.00,1,
12199710,1,100.00,1,10
13116889,2,400.00,1,10
19408749,1,55.00,1,
6170405,2,336.00,1,9
5382628,1,90.00,2,9
13770996,0,187.00,1,10
795680,1,105.00,1,9
6824996,1,59.00,2,
4720121,2,875.00,1,
14033731,1,90.00,1,10
18752314,1,200.00,1,10
11280583,1,75.00,3,9
18358437,1,115.00,1,9
15311050,1,212.00,1,10
5381943,1,100.00,1,9
18095563,1,99.00,2,9
17702320,1,119.00,3,10
6692213,0,125.00,1,9
10448095,1,65.00,1,9
17702242,1,129.00,3,10
14556501,1,300.00,1,9
3284230,2,475.00,1,9
11148542,1,95.00,1,10
19143529,1,119.00,1,
17701658,1,126.00,3,10
3283729,0,125.00,1,10
16915184,1,250.00,1,
18225903,1,60.00,3,10
19889348,1,115.00,1,
13376196,1,97.00,1,10
16128674,1,53.00,1,9
1056445,1,250.00,1,8
6561427,1,95.00,1,10
2367089,1,155.00,1,10
20191216,1,105.00,1,10
11279590,0,143.00,1,10
19012555,0,125.00,1,9
9967360,1,100.00,1,10
5773014,1,145.00,1,
14161597,1,175.00,1,10
17811799,0,150.00,5,7
20191755,2,161.00,1,8
19670506,0,117.00,1,10
16783828,1,99.00,1,9
15735169,0,135.00,1,10
5649580,1,175.00,2,9
3544533,1,78.00,2,10
9049582,1,80.00,1,10
20714992,1,150.00,1,
9048538,3,600.00,1,9
13111732,1,125.00,2,10
16912796,1,100.00,1,10
20776139,1,125.00,1,6
3808405,0,195.00,1,10
14422280,2,139.00,2,10
17043468,1,100.00,1,
12849162,1,100.00,1,9
10883053,0,150.00,1,9
15078851,1,218.00,1,10
15865251,1,60.00,2,9
8525172,1,60.00,1,10
11801984,1,89.00,2,9
11338631,1,80.00,1,10
7214347,1,150.00,1,9
17437975,2,400.00,1,10
20845800,4,750.00,1,10
4068216,1,105.00,2,9
9835402,2,300.00,1,
14815997,0,175.00,1,10
3281660,1,119.00,1,10
12845862,1,100.00,1,10
5640839,1,95.00,1,9
13897591,0,195.00,1,8
7736787,1,75.00,1,
13765949,0,120.00,1,9
265506,2,485.00,1,9
398281,0,200.00,1,9
5247202,0,75.00,1,9
16781516,1,109.00,1,10
20712652,1,95.00,1,10
6163657,0,120.00,1,10
7899881,0,150.00,1,10
8391532,2,150.00,1,
14290777,0,175.00,1,9
15863434,1,118.00,1,10
11800108,0,120.00,1,10
789298,0,110.00,1,9
2493176,0,141.00,1,10
7982791,1,75.00,2,10
8391096,1,185.00,1,9
919955,1,225.00,1,9
1706351,1,150.00,3,8
2623348,1,90.00,1,9
5769218,1,120.00,1,
6269945,1,90.00,1,9
20712140,1,190.00,1,10
19532448,0,200.00,1,10
526942,1,100.00,1,
4589307,0,199.00,1,9
8389259,1,300.00,1,9
1877255,1,85.00,1,9
20186673,2,180.00,1,10
7603732,1,189.00,1,10
9175286,0,120.00,1,10
20186737,2,295.00,1,8
7544831,1,50.00,1,
18795525,1,23.00,8,9
20063641,0,100.00,1,10
19768282,1,80.00,1,
16325637,1,88.00,4,9
21026558,1,250.00,1,
6893767,1,75.00,3,10
19577620,1,94.00,1,10
21080291,1,150.00,2,
3866538,1,98.00,2,9
6347729,1,59.00,3,9
13605171,1,79.00,1,9
13940096,1,120.00,1,9
19766095,1,80.00,1,10
15115837,1,110.00,1,9
16230640,1,75.00,1,10
6270767,1,96.00,3,9
18330871,1,69.00,2,10
20176667,1,60.00,2,
17030293,3,70.00,1,10
12176339,1,150.00,2,9
16524446,1,90.00,1,8
4728060,1,99.00,3,10
7264659,1,160.00,1,10
8371626,1,55.00,1,10
3317978,1,44.00,1,8
7697256,1,130.00,1,9
6972046,1,150.00,1,9
4951402,1,78.00,2,10
9686167,1,85.00,2,10
8102145,1,115.00,1,8
13316988,1,67.00,1,10
9414583,1,100.00,2,10
19637278,1,116.00,1,10
18675061,1,70.00,1,10
18720529,1,100.00,1,10
20969316,2,160.00,1,
633162,1,160.00,1,9
2214831,2,99.00,4,9
7676933,1,59.00,3,10
15801194,1,60.00,1,
13344426,1,149.00,2,9
19223681,1,95.00,2,10
9794364,1,100.00,1,9
4916340,1,155.00,2,9
18803219,1,50.00,1,
21112746,0,149.00,1,
14264536,1,175.00,1,10
20049857,1,299.00,1,10
12856149,1,32.00,1,
8411390,1,100.00,1,10
12887341,1,800.00,1,
14667339,1,175.00,1,10
16481497,1,79.00,1,10
11822193,0,154.00,1,9
6524331,1,95.00,4,9
18856151,1,210.00,1,9
20904517,1,120.00,3,9
18874233,1,69.00,5,9
14745026,1,190.00,1,10
18644668,1,76.00,5,10
16215626,1,200.00,1,10
1307723,1,150.00,1,10
6974728,1,139.00,2,9
7725042,1,50.00,1,
20689563,3,700.00,1,
10335191,2,200.00,3,9
6225935,1,70.00,1,5
9026474,1,125.00,1,
4829029,2,250.00,1,9
19327623,1,300.00,1,10
10076836,0,150.00,1,10
20956988,1,200.00,1,
13225970,1,36.00,1,10
5893388,1,95.00,1,9
19788473,2,300.00,3,
13740793,1,65.00,1,
13156351,1,60.00,2,10
8504231,1,109.00,1,9
10243895,2,285.00,4,9
13941785,1,60.00,1,
6585852,1,60.00,1,10
9937145,2,200.00,2,10
13772304,1,80.00,2,9
5192459,1,70.00,1,
6371504,1,175.00,1,10
8355794,1,60.00,1,
8130551,1,88.00,1,
12318,1,135.00,2,9
3251901,1,69.00,1,10
1842931,1,84.00,1,10
20947308,0,139.00,1,8
15731924,3,400.00,1,8
19440924,1,105.00,1,9
9107846,1,75.00,1,9
6371191,1,577.00,1,
18954540,1,150.00,1,9
20904635,2,255.00,3,
21164695,1,129.00,1,
17874914,1,56.00,4,8
883480,1,200.00,1,9
5295,1,135.00,1,9
12972320,3,300.00,1,10
9253823,1,175.00,1,10
7159227,0,125.00,1,9
11240650,6,2,000.00,1,10
1567225,3,550.00,1,9
6671805,1,175.00,1,
20303001,0,160.00,1,
20651648,1,219.00,1,7
6070899,2,175.00,1,10
15943475,0,255.00,1,10
18077050,0,90.00,1,9
12142921,0,185.00,1,10
8916387,0,149.00,1,10
9029289,0,175.00,1,9
16972627,1,250.00,1,10
9937434,1,200.00,1,10
13358265,1,200.00,1,10
16612885,1,220.00,1,10
15843139,3,438.00,1,10
4137680,2,499.00,1,
7843122,0,149.00,1,10
13235840,0,99.00,1,
4257572,0,120.00,1,8
10984202,1,265.00,1,
2014701,0,150.00,1,10
2419635,0,95.00,1,9
13432828,1,230.00,1,
13662692,1,200.00,1,6
8506867,2,220.00,1,9
10265768,1,265.00,1,
2821079,1,200.00,1,10
2285355,1,750.00,1,
16360122,1,150.00,1,10
2431784,1,220.00,1,
148242,1,200.00,1,8
10612564,1,96.00,1,10
2674267,1,109.00,2,9
7807146,1,70.00,1,10
1365597,1,148.00,3,9
20899396,0,100.00,1,9
19592427,0,180.00,1,9
19692298,0,160.00,1,10
276120,1,235.00,3,9
18015606,1,150.00,1,9
13190773,1,150.00,1,10
8202455,0,125.00,1,
7757589,1,279.00,1,9
20566376,0,100.00,3,10
11841988,1,200.00,1,
3112872,0,215.00,1,10
7324832,1,129.00,1,9
2256268,1,1,500.00,1,
341982,1,99.00,1,8
15059135,1,98.00,1,10
17284676,1,185.00,1,9
18061548,2,199.00,1,9
16998689,1,200.00,2,9
20970771,1,165.00,1,10
13881317,0,110.00,1,9
587392,2,1,200.00,1,10
1289573,,150.00,1,10
5279778,1,200.00,1,9
2314392,0,200.00,1,9
842494,0,150.00,1,10
18646319,0,150.00,1,9
20918850,1,330.00,1,
4859903,1,600.00,1,9
17960577,3,550.00,1,
8838341,1,175.00,1,
14788520,1,225.00,1,10
2219294,0,60.00,1,
846854,2,560.00,1,9
19846176,0,120.00,1,6
13094329,1,165.00,1,10
1286372,2,165.00,1,9
14100582,1,150.00,1,
3948939,1,230.00,1,10
12967227,0,2,000.00,1,
2277707,1,350.00,1,8
33156,0,152.00,1,10
15444738,1,200.00,1,10
20639280,1,125.00,1,
6958924,1,85.00,2,8
21147316,1,150.00,2,
846871,1,131.00,1,9
20363156,1,50.00,1,10
16507990,1,165.00,1,8
7199464,1,68.00,1,10
13716080,1,175.00,1,
18992841,1,199.00,1,9
6089007,0,102.00,1,10
12505852,1,125.00,1,
6423799,0,90.00,1,8
4847616,0,300.00,1,
17295864,2,269.00,1,
6626894,2,450.00,1,10
12873930,1,180.00,1,9
517712,1,125.00,1,9
2283143,4,800.00,1,
6869363,1,150.00,1,
6227027,0,100.00,1,
20958147,1,80.00,2,
19930485,1,96.00,1,9
767286,1,100.00,2,9
20956599,1,150.00,1,10
7206568,1,99.00,1,10
702578,1,90.00,1,9
7330488,1,100.00,2,9
18209795,1,40.00,1,10
7142361,1,105.00,1,
9022118,1,80.00,1,6
4512093,3,299.00,1,
57901,1,70.00,1,9
20814478,1,250.00,1,
11343331,1,185.00,1,9
12270611,2,216.00,1,10
8427638,0,250.00,1,9
2287894,1,120.00,1,
19121880,1,175.00,1,10
20164612,3,76.00,3,8
10704981,0,175.00,1,10
6464767,2,100.00,1,
779838,1,250.00,2,
11964327,2,295.00,1,
8035074,1,130.00,1,9
6919971,0,70.00,1,10
9696307,0,100.00,1,6
10343320,1,125.00,1,9
6364086,0,190.00,1,10
3404140,1,125.00,1,9
2107372,1,400.00,1,
1787067,0,150.00,1,
9624825,1,150.00,1,9
15837464,1,89.00,4,10
16346485,1,45.00,1,9
18196412,1,51.00,1,9
17442248,1,80.00,1,
15790640,1,88.00,1,9
16897115,1,60.00,1,10
13528649,1,80.00,1,
4058701,1,170.00,2,10
14399991,1,135.00,1,10
889247,1,80.00,2,9
7643901,1,90.00,1,9
13233856,1,110.00,2,10
6432836,1,90.00,1,8
1294973,1,140.00,1,10
20707376,1,95.00,1,
6947477,1,89.00,2,10
20905799,0,99.00,1,
18979625,1,199.00,2,9
12930278,0,125.00,1,10
15916332,2,279.00,1,9
10022997,0,150.00,1,
12684463,2,300.00,1,9
13292087,1,249.00,1,10
14755396,1,249.00,1,9
1435289,1,124.00,1,9
7718995,1,182.00,2,9
4804228,0,149.00,1,9
9596608,1,85.00,1,10
18546318,1,89.00,1,10
13223445,1,115.00,1,10
13532366,1,90.00,1,10
2265723,1,289.00,1,9
145994,1,95.00,1,8
2735650,1,140.00,1,9
19122483,4,800.00,1,10
6425850,0,86.00,1,10
15915444,1,299.00,1,9
20773181,5,582.00,1,
12903772,0,200.00,1,9
20118820,1,250.00,1,
7101296,1,120.00,1,10
7685764,1,300.00,1,
19778701,1,175.00,2,9
16382840,1,200.00,1,10
489962,1,220.00,1,9
19073548,1,150.00,1,10
3395697,2,290.00,1,10
18293947,4,699.00,1,9
11842127,2,425.00,1,
18071076,0,275.00,1,10
6492190,1,220.00,1,8
9550171,0,228.00,1,10
17843168,2,295.00,1,8
4707667,0,200.00,1,10
4047751,1,260.00,1,
10544617,0,125.00,1,
19847065,1,187.00,1,
5420456,1,200.00,1,10
42744,1,899.00,1,9
2262868,1,150.00,1,10
19134330,2,200.00,1,10
11871932,1,195.00,1,10
13958151,1,199.00,1,10
5434655,1,185.00,1,
4429685,1,199.00,1,10
4844781,2,350.00,1,8
6677292,1,525.00,1,
9412276,1,110.00,1,
4121110,0,170.00,1,10
2611765,1,145.00,1,9
19805940,0,110.00,1,
6300809,1,299.00,1,9
62468,1,150.00,1,10
2881692,1,225.00,1,9
9230738,1,185.00,1,9
13293503,1,300.00,1,10
19142325,1,70.00,1,
13091455,0,140.00,1,
7203672,1,55.00,2,9
634353,1,1,000.00,10,9
174966,2,2,000.00,10,9
17622310,1,150.00,2,
21014202,1,78.00,1,10
19980160,1,60.00,1,10
19855638,1,95.00,4,
20817164,0,100.00,1,
21078559,0,135.00,1,
20991693,0,230.00,1,
14283423,0,200.00,1,10
13490410,1,139.00,1,9
13473523,0,225.00,1,10
8550041,0,141.00,1,5
5616298,2,2,000.00,10,10
18608130,3,699.00,1,10
18611605,1,145.00,1,10
20748309,0,90.00,1,10
20002973,1,129.00,1,10
17213645,1,98.00,1,10
6279160,1,175.00,1,
20620372,1,223.00,1,10
11344750,1,199.00,1,9
20874198,1,200.00,1,
13559208,1,166.00,2,9
12052143,2,325.00,1,7
1947486,1,185.00,1,10
4777269,1,300.00,1,9
10863225,1,199.00,1,
7002915,1,165.00,1,10
12430153,1,85.00,1,10
4248788,0,250.00,1,8
14080022,2,325.00,1,8
9901706,1,180.00,1,
10832401,1,175.00,1,9
20955287,1,30.00,1,
19882377,1,40.00,1,
19432119,1,110.00,1,10
501693,1,99.00,1,9
20540552,1,120.00,1,10
4958223,1,99.00,3,9
11461798,1,150.00,1,10
13124637,1,60.00,1,10
19891896,1,85.00,1,
20710255,3,465.00,1,9
19069372,0,150.00,1,10
6138423,2,950.00,1,9
19503508,1,250.00,1,10
295998,1,300.00,1,10
12644989,0,185.00,1,10
21019842,3,500.00,2,
13880280,1,60.00,1,
20440166,1,70.00,1,
7816,1,225.00,1,9
12173904,3,200.00,1,
11924652,1,160.00,1,10
13748499,1,180.00,1,
2110938,0,200.00,1,9
6747308,2,256.00,1,9
6541532,1,90.00,1,9
13432623,1,102.00,4,9
20817037,1,250.00,3,
13358660,1,120.00,1,
3328706,1,90.00,2,9
7452390,1,130.00,1,8
2468186,1,200.00,1,10
10067199,1,42.00,1,
20331502,1,59.00,1,10
12674680,1,100.00,1,
11587779,1,79.00,1,10
10074282,1,49.00,2,10
12954148,1,67.00,1,6
12434953,2,200.00,1,9
1031680,2,249.00,1,9
9661311,2,185.00,1,8
9488878,2,299.00,1,9
872897,2,455.00,1,9
20673848,1,135.00,1,10
15436871,2,375.00,2,10
16532819,1,200.00,2,
603948,1,140.00,1,9
20296243,1,399.00,1,10
12051116,1,150.00,1,10
2314556,2,148.00,1,10
13006794,1,74.00,1,8
18527037,3,500.00,2,10
4854417,3,210.00,1,10
7205212,0,130.00,1,9
10072750,3,350.00,2,
10350120,1,100.00,1,
13714575,1,49.00,8,10
13710548,1,49.00,8,9
13186778,2,175.00,1,9
17405812,0,110.00,1,8
17785926,1,150.00,1,
14539106,1,61.00,2,10
5106044,3,725.00,1,
5873309,1,40.00,1,
10014361,0,57.00,1,
2612035,2,90.00,1,
2863589,0,79.00,7,10
7579573,0,155.00,1,10
7662172,1,30.00,1,
64990,1,149.00,1,9
126816,1,85.00,1,9
187611,1,99.00,1,6
303462,1,187.00,1,
380923,4,775.00,1,
564049,1,90.00,1,10
1132409,,79.00,7,10
1264920,1,150.00,1,9
1309794,1,350.00,1,
1560339,0,79.00,7,9
1965712,1,235.00,1,
1993824,1,80.00,2,9
2083749,1,150.00,1,10
3516677,0,100.00,1,
3783016,0,79.00,7,9
4053095,1,135.00,2,9
4098497,1,46.00,2,
4444204,3,450.00,4,9
4447904,1,160.00,1,9
4585979,1,199.00,1,10
4644696,1,199.00,1,
4905118,2,265.00,10,9
7105913,1,200.00,1,
10921091,0,150.00,1,
9215574,1,180.00,1,8
9415225,1,50.00,2,10
11712888,1,132.00,1,
12752736,1,35.00,1,
12969014,1,175.00,2,10
12983995,1,115.00,1,10
13098844,1,180.00,1,10
13780778,1,80.00,1,
18928562,1,225.00,1,9
19000384,1,85.00,1,
17423100,0,89.00,1,10
17514674,3,400.00,2,
6947017,1,89.00,2,10
16133782,1,76.00,1,10
7602426,2,250.00,2,8
5221073,2,225.00,1,10
393479,2,190.00,1,10
4456724,0,110.00,1,
17957197,0,150.00,1,
15598208,1,100.00,1,
7842597,1,90.00,1,9
6947601,1,80.00,1,
15663285,1,250.00,1,10
3325807,1,145.00,1,10
20055409,1,150.00,1,
6292850,1,95.00,1,9
20588062,1,199.00,1,10
7254172,1,130.00,1,
6957272,1,155.00,1,10
12593389,3,115.00,9,10
18672239,1,98.00,1,
12388091,1,59.00,1,10
831911,1,149.00,1,8
4860430,1,90.00,1,10
9841191,0,99.00,1,9
12462634,1,150.00,1,10
5288376,1,59.00,4,9
18885605,1,329.00,1,
17574978,1,140.00,1,
20196464,1,206.00,1,
3121011,1,55.00,1,10
1279189,1,180.00,1,10
20068451,1,68.00,4,
19124408,1,65.00,1,7
9842142,1,249.00,1,10
6276574,1,175.00,1,8
9842323,2,169.00,1,9
17444683,0,139.00,1,
14725781,2,375.00,1,10
9973654,1,95.00,1,10
20459515,1,175.00,1,
12864193,3,375.00,2,9
20459566,1,100.00,2,9
8663101,1,100.00,1,10
16003588,2,199.00,4,9
18756112,1,260.00,1,
10105606,1,210.00,1,9
16135198,1,138.00,2,9
253590,1,185.00,1,10
19674297,1,60.00,1,10
19018987,2,315.00,1,
16135399,1,100.00,1,10
20591948,0,195.00,1,10
5256554,0,250.00,1,9
20330086,0,69.00,1,8
15742996,1,225.00,1,9
18626606,1,149.00,1,10
10107155,1,135.00,1,9
20330822,1,219.00,1,10
9714250,1,229.00,2,10
15874733,1,280.00,1,
16005905,1,50.00,1,
15239,1,325.00,2,7
20051114,1,175.00,1,
12467421,1,150.00,1,
17972466,1,85.00,2,9
14361172,3,684.00,1,10
15220143,1,100.00,1,9
16269084,2,220.00,1,9
802677,1,173.00,1,10
8719005,1,123.00,1,9
7618475,2,499.00,1,8
19546202,1,175.00,1,
15876420,1,350.00,1,
21119368,1,90.00,1,
20857329,1,175.00,1,
8012334,2,250.00,1,9
10371643,1,45.00,1,
8274516,1,100.00,2,10
1983188,1,80.00,1,9
18221864,1,148.00,2,9
11163615,0,105.00,1,9
17974244,3,376.00,1,
1328080,1,95.00,1,9
19547178,0,200.00,1,10
18134537,1,250.00,1,10
673152,1,250.00,1,10
15615535,0,115.00,1,9
13437888,1,99.00,4,9
1722101,1,174.00,1,10
13649713,0,165.00,1,10
17456932,2,200.00,1,10
4369737,1,160.00,1,10
7496824,0,125.00,1,10
1861493,1,249.00,1,10
16148400,1,70.00,1,8
16541635,0,100.00,1,10
6056028,1,299.00,1,10
10512575,0,150.00,1,
12652935,1,65.00,2,9
15100256,1,102.00,1,10
27006,2,235.00,1,9
2255501,1,67.00,4,8
19950401,1,80.00,2,10
2648957,2,220.00,2,9
3042547,1,140.00,1,9
660036,1,142.00,1,10
1469955,1,150.00,2,9
5271192,0,80.00,1,10
28327,1,165.00,1,9
9989842,2,219.00,1,10
14577455,1,80.00,1,10
14577490,1,99.00,2,10
20213590,1,165.00,1,10
9596868,1,60.00,2,9
5271500,1,225.00,1,9
8065705,1,60.00,1,
20082804,1,133.00,1,
14577930,2,225.00,2,9
7694418,1,150.00,1,10
16151037,1,24.00,8,8
13005592,1,225.00,2,10
160609,1,250.00,1,9
20083581,1,59.00,5,10
8942538,1,111.00,1,
420001,1,127.00,1,9
5534747,0,135.00,1,9
1340568,2,206.00,1,9
21148781,1,150.00,4,
2036673,1,135.00,1,9
15234755,1,175.00,2,9
20084595,1,82.00,1,
1284189,1,200.00,1,10
7108992,2,187.00,1,10
19691954,1,85.00,1,10
9861797,1,200.00,1,10
13282281,1,150.00,1,
31425,1,155.00,1,10
1735489,2,140.00,1,10
9862199,0,103.00,1,8
4226098,1,88.00,1,9
12326470,1,225.00,1,
3571021,1,90.00,1,7
294250,1,150.00,1,9
10648971,1,132.00,1,
13550216,1,55.00,1,9
8814070,1,150.00,1,
18251445,1,99.00,1,10
6717390,1,180.00,1,9
10032495,1,90.00,1,10
3703037,2,200.00,1,
8553166,0,200.00,1,10
21151879,1,100.00,1,
13928304,1,100.00,1,
4621213,2,235.00,1,9
20621825,0,180.00,1,
5932092,2,364.00,1,9
14713931,1,126.00,2,9
7898302,1,150.00,1,
18908490,0,200.00,1,10
7652929,1,150.00,1,9
18516072,1,175.00,1,
166006,2,250.00,1,9
7899338,0,299.00,1,10
21138538,2,0.00,1,
14977621,1,170.00,1,10
6851033,1,240.00,1,
14369177,1,220.00,1,9
18517477,1,75.00,1,10
8031823,1,99.00,1,9
2807615,1,179.00,1,9
14404145,0,200.00,1,10
9998930,1,40.00,1,10
14202979,2,210.00,1,10
3052726,2,300.00,1,9
10000943,1,199.00,1,10
39586,1,160.00,4,9
18651848,1,215.00,1,9
9476850,0,150.00,1,10
17734736,1,105.00,1,7
20353113,1,109.00,1,10
6628193,1,89.00,2,10
3974464,1,50.00,1,
9349010,0,79.00,7,8
11970867,0,105.00,1,9
20621815,1,117.00,1,
305670,1,127.00,1,9
8532876,1,80.00,1,
2272500,0,400.00,1,
18132629,1,199.00,1,
700408,1,132.00,1,8
16631820,1,120.00,1,
13416582,0,140.00,1,10
3717427,1,300.00,2,
2669352,3,425.00,1,9
9747618,0,100.00,1,
3325584,1,130.00,1,10
7782340,1,175.00,2,10
15299954,1,500.00,1,
8831553,3,280.00,2,9
8831116,1,359.00,1,10
12765858,1,49.00,1,
707443,1,279.00,1,9
576916,1,165.00,1,10
11718329,1,40.00,1,
7262068,1,80.00,1,
5558596,1,140.00,1,10
53630,2,199.00,1,9
14383171,0,160.00,1,10
7798930,2,200.00,1,
11337913,1,105.00,1,
13828922,1,80.00,1,
17268839,2,400.00,1,9
13926549,1,250.00,1,10
19661701,1,189.00,1,10
2163602,3,599.00,1,10
18547804,1,220.00,1,10
18154693,1,259.00,1,10
326908,1,97.00,1,9
14353790,0,130.00,1,10
13567393,1,95.00,1,10
17303067,0,199.00,3,9
21169810,0,134.00,1,
3343978,1,120.00,1,9
15009751,1,150.00,1,10
4655098,2,142.00,2,10
4392996,1,130.00,1,9
16844909,1,38.00,9,
18024561,3,249.00,1,10
4271119,2,112.00,1,10
198786,1,165.00,3,9
12519757,1,110.00,1,10
18025060,1,35.00,1,10
20646650,2,99.00,3,
21069816,1,260.00,1,
15314054,1,1,000.00,10,10
13437815,1,94.00,4,9
3921735,0,127.00,4,6
8459345,4,345.00,1,10
18156602,1,130.00,1,8
9112676,1,250.00,1,10
68735,1,185.00,1,10
510218,1,169.00,1,9
9768199,1,135.00,1,10
13176134,1,50.00,2,9
4525475,1,125.00,1,
16846366,3,495.00,1,9
3083899,0,120.00,1,10
14093957,2,235.00,1,9
20787119,1,74.00,1,10
11210604,1,99.00,2,9
20124935,1,125.00,1,10
19206035,1,70.00,1,10
19005438,1,250.00,1,10
20516837,1,85.00,1,7
9405124,1,51.00,1,6
9900224,1,140.00,1,10
69894,1,150.00,1,9
19206409,1,100.00,1,9
13308276,1,150.00,1,10
16323065,0,150.00,1,10
7803475,2,374.00,1,9
13796187,1,60.00,1,10
7838854,1,150.00,1,
15849683,1,75.00,1,9
5735323,0,150.00,1,
4905248,1,130.00,10,9
6805817,1,125.00,1,
9115627,1,100.00,2,10
4921375,1,125.00,1,
7542840,1,75.00,1,9
9902263,0,120.00,1,
4921548,2,205.00,10,9
19208402,1,120.00,1,10
11162475,1,125.00,1,9
17224797,1,150.00,1,9
12130777,1,99.00,1,
19891880,0,125.00,1,10
9116126,1,200.00,1,10
21043726,1,182.00,1,
72190,1,160.00,1,9
1120700,1,85.00,2,9
16718429,1,59.00,1,
21043863,1,80.00,3,9
5839758,2,200.00,1,10
6364117,1,125.00,1,10
1776732,2,390.00,2,9
612936,1,125.00,1,9
19891457,1,161.00,1,9
1137270,1,135.00,1,9
10035098,0,175.00,1,8
7035579,1,125.00,1,
5228280,1,375.00,1,
1908852,0,189.00,1,9
9296598,0,40.00,1,10
19603732,1,110.00,1,9
6515263,1,80.00,1,10
16112389,3,275.00,1,10
8069684,1,180.00,1,10
19247217,1,30.00,1,
21177066,1,47.00,1,
13414523,1,64.00,1,
861325,1,295.00,1,9
17900681,1,100.00,1,10
12657888,1,980.00,1,6
9184688,1,250.00,1,
13163427,2,300.00,1,10
10102377,1,70.00,1,9
6760090,1,190.00,1,9
14231239,1,250.00,2,
11282348,1,250.00,1,10
3876850,1,165.00,1,9
1058791,0,175.00,1,9
6236181,1,170.00,1,10
7612456,1,100.00,1,10
10192564,1,175.00,1,10
19212370,0,148.00,1,8
16066852,0,40.00,1,
1386742,1,92.00,1,10
12624830,1,90.00,3,10
20261316,2,154.00,1,
1255828,1,95.00,1,10
2435621,1,195.00,1,9
3091450,1,210.00,1,
15870976,1,265.00,1,10
12005923,1,125.00,1,9
14538600,0,169.00,1,8
17116411,3,489.00,1,9
8990063,1,190.00,1,
339456,2,450.00,1,10
7417444,0,140.00,1,10
10104449,2,223.00,1,9
15937208,1,59.00,1,10
20176191,1,100.00,2,
