id,bedrooms,price,number_of_reviews
7450864,1,89.00,10
5614235,1,45.00,111
6474127,2,99.00,29
2235666,2,115.00,45
9190372,2,150.00,16
15724417,3,130.00,2
13412478,2,100.00,42
15441005,2,130.00,1
3339384,2,99.00,7
13089492,3,150.00,0
16661178,1,79.00,2
4793315,1,106.00,106
4207389,1,259.00,1
17507949,0,79.00,1
10184017,1,75.00,16
4409509,6,425.00,31
10951883,2,139.00,13
8368759,1,70.00,71
12328178,1,100.00,8
5064784,2,65.00,7
8140688,2,130.00,2
1362020,2,140.00,5
13911238,1,95.00,3
17566725,3,311.00,0
1816372,1,90.00,18
6769235,2,120.00,18
15285308,10,375.00,2
3974845,1,70.00,21
13977672,1,65.00,13
16500721,2,79.00,0
15238461,2,139.00,3
11838935,2,125.00,14
11683786,1,50.00,3
2568590,2,150.00,30
17978535,2,150.00,0
1719227,1,84.00,0
13482918,2,80.00,4
3253682,2,70.00,10
17210293,2,129.00,2
5323628,2,69.00,53
3482529,1,89.00,19
7128911,2,85.00,7
15968833,1,40.00,12
2705165,2,225.00,153
13199180,2,200.00,31
15539939,1,75.00,1
1159432,1,50.00,24
5424882,2,99.00,43
11051838,2,220.00,3
8233245,2,139.00,67
2896017,4,150.00,0
13420185,1,95.00,4
16762501,1,80.00,8
16172656,1,49.00,7
3294817,1,59.00,76
8347507,2,199.00,9
11837107,2,250.00,0
11184632,2,106.00,2
2438705,2,175.00,1
6243633,5,300.00,1
11509332,3,275.00,0
12820845,1,70.00,6
16292533,3,140.00,1
10719155,3,170.00,6
1025482,1,88.00,312
3053820,3,150.00,4
12228767,,245.00,0
4656557,0,65.00,87
2120206,2,75.00,25
9178528,1,88.00,0
9673745,1,65.00,6
10361867,1,80.00,17
16158854,1,85.00,2
13162512,1,57.00,5
16183878,3,175.00,1
16128145,2,80.00,1
13759359,1,95.00,4
17936064,2,150.00,0
9338308,3,179.00,10
13405434,2,160.00,2
3640562,1,65.00,18
12979261,2,95.00,1
16223272,2,125.00,0
2558975,2,115.00,29
3216852,3,150.00,1
518090,1,75.00,16
8031889,1,70.00,2
9113221,1,114.00,18
7048778,1,50.00,58
12586615,1,75.00,1
16111547,1,125.00,7
13703682,2,70.00,7
3896322,2,89.00,10
3753018,1,75.00,8
2418369,1,96.00,9
3113368,2,140.00,11
17318243,1,139.00,0
3573824,1,45.00,5
15078465,1,150.00,5
4492084,2,129.00,47
6556448,1,120.00,84
11540271,1,76.00,19
7539417,1,37.00,92
17337045,3,190.00,0
3845021,1,99.00,9
17580267,3,159.00,0
12255457,1,30.00,0
17434899,0,35.00,1
2976795,0,120.00,31
5408037,2,110.00,2
15533370,2,160.00,1
1058439,3,140.00,7
7871078,1,79.00,13
3670016,0,110.00,102
6815758,2,149.00,0
10027016,4,400.00,6
11583489,1,111.00,0
11536179,2,250.00,29
10651327,1,45.00,37
15112760,1,246.00,13
6232082,1,75.00,4
16597552,1,75.00,5
3720183,1,225.00,85
17630018,3,150.00,0
5276455,1,95.00,9
2032353,1,225.00,41
11174598,2,75.00,5
5341871,1,259.00,5
6368020,1,85.00,40
5635872,4,95.00,2
6689709,0,125.00,17
3838878,1,95.00,6
16864791,2,85.00,0
17732459,1,52.00,0
3696035,2,110.00,3
2462491,1,95.00,31
7720600,2,130.00,16
9769703,1,47.00,0
1246242,3,265.00,13
13304281,1,60.00,12
9672837,8,420.00,15
12995374,1,39.00,32
16712635,0,90.00,0
3910339,2,110.00,18
8269677,3,425.00,82
11933168,2,90.00,0
14812272,0,100.00,17
9835777,1,115.00,7
1119479,3,350.00,16
2517394,2,95.00,32
15924530,1,105.00,6
17863230,2,55.00,0
16159269,1,55.00,21
16825583,2,90.00,1
1282489,1,89.00,92
7311710,1,99.00,8
4934237,1,79.00,137
16159021,1,55.00,15
11415119,1,90.00,1
15670095,0,75.00,11
12884758,1,120.00,11
12393242,3,225.00,0
7544250,3,125.00,13
14032296,3,110.00,2
12950285,2,140.00,0
8434769,1,50.00,1
17214755,1,65.00,2
17328268,1,100.00,0
6710063,1,70.00,6
1037832,1,110.00,12
14441822,4,400.00,4
16214268,2,150.00,4
350271,3,420.00,1
7688548,2,150.00,0
14178320,4,185.00,0
11268560,0,45.00,2
17742796,2,150.00,0
11717347,3,140.00,0
5788395,4,140.00,6
14800158,4,285.00,0
11457793,2,179.00,16
14668063,3,195.00,4
17990153,0,85.00,0
10384402,2,150.00,0
16446470,1,125.00,0
10977039,4,100.00,7
11925737,2,150.00,7
7332860,1,50.00,155
7587613,2,110.00,30
17519825,2,65.00,0
6323190,2,90.00,7
3436527,4,250.00,0
6552244,4,225.00,10
13838781,2,145.00,3
7332812,1,99.00,0
2349446,1,75.00,156
1003546,4,220.00,3
6611809,2,185.00,8
15012398,1,90.00,16
6388973,3,135.00,0
696113,2,120.00,15
17923955,2,180.00,0
14536691,1,35.00,17
17226077,1,100.00,0
3755114,2,85.00,3
15458166,1,60.00,7
4083663,2,180.00,9
4482635,3,95.00,0
5168990,3,140.00,6
13854677,3,100.00,4
6471477,3,266.00,3
13034728,2,115.00,1
1068565,1,115.00,50
1819548,1,79.00,13
7197173,3,195.00,9
5596462,3,175.00,26
12352171,3,200.00,1
4152476,3,175.00,6
13130904,2,180.00,7
13989968,2,135.00,3
11035643,1,45.00,29
9195990,4,185.00,1
12427626,3,140.00,3
6177003,4,130.00,0
5666746,4,295.00,3
17899859,2,175.00,0
6076489,4,320.00,4
8515188,3,165.00,6
3367570,4,325.00,0
6995588,1,55.00,0
15595279,2,169.00,0
15563670,3,149.00,2
11000587,3,110.00,4
15751940,3,85.00,0
11391581,1,129.00,12
11000373,4,199.00,5
17834444,2,140.00,0
7675816,1,75.00,12
15851541,0,375.00,12
13512475,0,53.00,12
11269745,4,200.00,1
15546882,0,80.00,1
15457288,1,100.00,7
12702737,4,150.00,3
9981441,1,95.00,8
16525207,2,215.00,0
15514843,1,62.00,12
17856456,2,109.00,0
11625551,2,195.00,8
13875755,1,70.00,19
16283059,2,169.00,0
8707883,2,190.00,1
16339923,1,94.00,5
7499582,1,65.00,159
9769837,2,150.00,5
12937188,3,225.00,5
9195474,2,59.00,6
11008783,1,65.00,86
17659129,1,75.00,0
9828659,1,30.00,0
15459762,4,155.00,1
14972020,1,100.00,6
16804326,0,95.00,14
11927054,2,120.00,0
7448305,3,275.00,12
13938352,3,160.00,0
13954196,1,69.00,5
10147921,1,110.00,1
6320924,3,200.00,5
17394022,1,169.00,0
3327571,1,150.00,1
4306011,5,280.00,11
13285919,4,160.00,3
