id,bedrooms,price,number_of_reviews
11308823,1,450.00,6
2217996,0,737.00,71
6482228,1,799.00,4
10889523,1,1,000.00,2
12352337,1,496.00,1
6318399,0,698.00,34
1211241,1,551.00,9
12195925,1,551.00,4
11311707,0,659.00,4
1258580,1,752.00,0
12120563,1,450.00,0
13117821,1,349.00,1
13293709,2,892.00,7
9181343,2,489.00,0
4013895,1,349.00,2
7767807,0,574.00,34
13666046,0,1,202.00,3
13141739,1,427.00,1
132773,2,1,047.00,123
13584108,1,698.00,0
11399638,3,1,187.00,5
11765467,0,496.00,20
14059240,1,403.00,0
13240033,1,597.00,1
771778,1,1,497.00,25
1705656,2,1,101.00,45
8111902,1,954.00,45
4130509,1,698.00,1
1459891,3,3,498.00,1
4818606,3,2,521.00,3
7767694,0,380.00,24
2328205,1,776.00,11
669310,1,853.00,52
13895318,1,318.00,0
2213514,2,1,202.00,3
9012876,3,3,498.00,1
11171450,0,900.00,0
13366891,0,698.00,0
4544099,1,403.00,5
9651769,1,1,163.00,3
13518410,1,776.00,3
9208083,1,853.00,3
7800578,1,496.00,1
5291728,1,993.00,13
9830365,1,310.00,1
12255201,1,403.00,0
12500946,1,651.00,1
9961464,2,1,202.00,1
4571050,2,892.00,89
9977800,1,318.00,1
9191321,1,403.00,3
5111686,1,302.00,37
163664,2,690.00,121
13303550,1,651.00,2
10919302,3,1,474.00,0
2047709,0,752.00,4
2244283,3,1,156.00,56
12353222,3,1,008.00,4
163478,1,1,008.00,123
6749879,0,419.00,16
8060874,1,349.00,0
14384751,1,1,652.00,0
11648616,2,651.00,0
2334646,2,892.00,3
6372897,1,403.00,1
441393,1,597.00,21
13466675,1,396.00,0
9174055,1,403.00,4
13470203,1,124.00,2
10461004,2,551.00,1
9468879,0,597.00,3
10665841,1,993.00,0
10600299,1,791.00,8
4505441,1,427.00,27
12255077,2,814.00,0
8242391,1,302.00,8
7143198,0,558.00,9
13384628,1,496.00,3
8151795,1,799.00,0
6505906,1,946.00,101
12958563,1,310.00,0
13597534,1,1,861.00,0
12925582,1,582.00,0
8829550,1,1,404.00,1
8617259,1,737.00,0
12574969,3,1,551.00,0
9960706,1,450.00,0
3549713,1,1,000.00,6
4258929,2,1,799.00,7
13499500,1,620.00,0
5376530,1,892.00,0
2522202,2,1,187.00,6
9337931,1,318.00,2
10107371,1,527.00,7
12974508,1,1,497.00,0
4635036,1,450.00,8
865757,1,776.00,5
11575165,2,799.00,2
10172520,1,349.00,1
7143094,0,597.00,16
3304965,3,876.00,70
12973062,1,605.00,1
10893326,1,1,179.00,5
11466758,0,582.00,4
9698826,0,1,032.00,0
11337078,1,326.00,0
8912226,1,597.00,11
5504330,1,1,404.00,2
7847238,1,558.00,2
13483328,0,853.00,1
4043997,0,388.00,46
7298844,0,690.00,29
6044433,2,620.00,1
2046722,2,1,202.00,4
4078286,0,1,699.00,51
9992884,2,496.00,0
12057241,0,403.00,7
11265285,1,752.00,6
12974027,1,551.00,1
3274660,1,597.00,25
11515805,1,178.00,0
7468942,2,752.00,1
1980699,1,714.00,83
6273347,1,752.00,8
13032945,0,326.00,2
13351174,1,946.00,0
13442773,1,613.00,1
10254561,1,465.00,2
4552888,1,551.00,2
13049703,1,396.00,0
10959007,1,737.00,2
8044226,1,341.00,2
11581565,2,3,001.00,7
2189567,0,543.00,7
6433015,1,768.00,22
12973514,1,496.00,0
7337399,1,1,497.00,1
12907926,1,302.00,0
13382573,3,683.00,0
4995811,2,799.00,54
5272473,1,1,101.00,2
4617093,1,1,202.00,0
6279995,2,1,497.00,2
6733289,1,3,498.00,0
13847120,1,458.00,0
7142866,0,582.00,9
11894169,1,729.00,0
13989663,1,752.00,0
4265151,1,388.00,37
6190838,1,597.00,0
7501491,1,977.00,1
9533111,2,1,156.00,2
13366040,1,481.00,0
4207348,1,698.00,27
4141794,0,357.00,44
6840004,1,287.00,2
10667867,1,1,063.00,1
1110704,2,2,877.00,23
622020,1,1,202.00,28
9302663,1,403.00,9
8673968,1,551.00,14
5255754,0,1,000.00,33
8745557,2,729.00,3
881234,1,597.00,6
13627995,2,683.00,0
13595198,0,853.00,1
8298403,0,698.00,0
10089639,1,900.00,1
9778359,1,403.00,0
554138,1,752.00,2
9221265,2,1,404.00,2
8877086,1,1,101.00,14
4789682,2,1,000.00,37
4174808,3,2,303.00,39
603085,1,869.00,3
2970367,1,1,000.00,0
5271955,1,2,001.00,5
8466836,1,302.00,3
11579786,3,2,497.00,0
7074104,1,372.00,2
6975776,0,527.00,2
11464986,1,822.00,3
13349123,1,799.00,0
7811326,1,923.00,0
13889780,2,1,000.00,0
13644009,1,349.00,0
5895792,0,36,002.00,0
12434882,1,279.00,4
9469362,0,752.00,28
5815736,1,651.00,7
5099250,2,1,349.00,2
10665389,1,651.00,2
11403855,2,551.00,3
13990379,1,194.00,0
695864,1,651.00,10
1848640,1,799.00,5
9532708,2,900.00,3
6337805,1,822.00,8
6010103,2,2,652.00,11
14224180,1,496.00,0
10694795,1,892.00,4
3942422,3,4,002.00,1
10301571,1,1,202.00,0
8941672,1,698.00,22
11743288,1,496.00,0
4911113,1,752.00,13
4206533,1,450.00,10
6942653,0,597.00,0
1339276,2,1,101.00,2
9962422,0,752.00,0
7255327,1,993.00,5
4313944,1,900.00,3
11626434,1,900.00,0
4730498,2,760.00,14
6172278,1,349.00,4
12496469,1,900.00,0
14100405,1,1,799.00,0
5763089,0,1,101.00,14
12938748,1,667.00,1
9812924,2,752.00,1
12905958,1,365.00,2
3396174,2,1,295.00,15
2928045,1,357.00,32
13180055,1,512.00,0
9717568,1,915.00,0
9005937,1,388.00,6
12659542,1,597.00,6
6318919,0,1,303.00,12
4107028,0,388.00,66
4074303,1,566.00,1
5565240,1,240.00,4
5155629,1,690.00,6
9102029,1,946.00,5
12835974,1,597.00,0
2518735,1,698.00,59
13348554,1,256.00,0
6663867,1,698.00,0
14284382,2,892.00,0
3829404,3,1,598.00,1
6679293,1,450.00,0
13481276,1,597.00,0
12298931,2,698.00,2
2888132,1,396.00,9
4270737,1,403.00,16
10103436,1,1,497.00,6
6154891,2,1,706.00,0
13824449,1,271.00,1
1370401,1,721.00,2
2140411,0,551.00,77
10905857,0,481.00,1
4827388,1,1,125.00,8
3084669,1,698.00,3
1108132,1,807.00,181
4155598,2,1,404.00,1
1976496,1,721.00,34
4474567,0,1,202.00,43
4778163,1,597.00,10
13200512,1,3,878.00,0
502894,1,683.00,19
10952051,1,752.00,0
5762139,1,900.00,0
655387,1,892.00,2
3140677,1,1,000.00,11
6981470,0,651.00,16
6204432,1,302.00,22
13069298,1,240.00,0
8335667,2,799.00,0
1882573,2,2,001.00,50
9579493,1,737.00,9
13380573,1,240.00,0
10416629,2,931.00,0
5179208,1,651.00,0
14018725,1,597.00,0
2959520,1,1,458.00,25
10954876,1,768.00,5
13226343,1,341.00,2
9119847,0,651.00,3
5253159,2,698.00,32
11781806,2,403.00,0
12685642,0,333.00,3
8644533,3,3,001.00,4
4515745,1,302.00,5
11898545,1,760.00,2
4695920,2,1,900.00,1
10397517,1,752.00,3
306515,1,1,032.00,20
13659491,1,512.00,0
6547335,1,574.00,1
13390383,1,349.00,0
11627783,1,496.00,2
6057219,1,551.00,15
10022155,1,799.00,0
9891068,1,388.00,1
7810303,0,597.00,2
13593756,0,535.00,4
13365785,1,597.00,0
11247729,1,333.00,24
9906709,1,977.00,6
9962374,0,752.00,0
11430348,1,1,318.00,3
13707721,1,605.00,1
8055191,2,1,303.00,1
6842750,1,799.00,9
11643258,2,993.00,1
13396343,1,240.00,0
9671057,1,853.00,0
9854011,1,403.00,0
11265853,2,946.00,0
1812168,2,1,047.00,107
6825696,1,302.00,22
8895441,1,760.00,1
10659534,0,900.00,5
1336981,1,776.00,1
13854356,0,683.00,0
14059110,2,1,101.00,0
7054927,2,853.00,3
1140299,1,752.00,3
3384871,1,698.00,1
1337134,1,1,349.00,12
6317832,1,946.00,0
13789732,1,636.00,4
11626488,1,535.00,8
7153314,1,1,000.00,1
10577410,1,651.00,5
2401760,1,698.00,13
5678667,2,900.00,2
13037811,0,853.00,0
